value,valueLabel,valueDescription,ct,sampleitem,sampleitemLabel
http://www.wikidata.org/entity/Q82955,politician,"person involved in politics, person who holds or seeks positions in government",371482,http://www.wikidata.org/entity/Q23,George Washington
http://www.wikidata.org/entity/Q937857,association football player,person who plays association football (soccer),215429,http://www.wikidata.org/entity/Q354,Piet Kraak
http://www.wikidata.org/entity/Q33999,actor,"person who acts in a dramatic or comic production and works in film, television, theatre, or radio",172477,http://www.wikidata.org/entity/Q303,Elvis Presley
http://www.wikidata.org/entity/Q36180,writer,person who uses written words to communicate ideas and to produce works of literature,154615,http://www.wikidata.org/entity/Q272,Paul Morand
http://www.wikidata.org/entity/Q1028181,painter,artist who practices painting,113754,http://www.wikidata.org/entity/Q296,Claude Monet
http://www.wikidata.org/entity/Q1650915,researcher,professional who engages in research,111122,http://www.wikidata.org/entity/Q926,Roald Amundsen
http://www.wikidata.org/entity/Q1930187,journalist,"person who collects, writes and distributes news and other information",97385,http://www.wikidata.org/entity/Q360,Julian Assange
http://www.wikidata.org/entity/Q1622272,university teacher,person teaching at a university,79683,http://www.wikidata.org/entity/Q80,Tim Berners-Lee
http://www.wikidata.org/entity/Q177220,singer,person singing for a listening audience,67618,http://www.wikidata.org/entity/Q303,Elvis Presley
http://www.wikidata.org/entity/Q36834,composer,"person who creates music, either by musical notation or oral tradition",59589,http://www.wikidata.org/entity/Q254,Wolfgang Amadeus Mozart
http://www.wikidata.org/entity/Q49757,poet,person who writes and publishes poetry,52880,http://www.wikidata.org/entity/Q377,Yanka Kupala
http://www.wikidata.org/entity/Q40348,lawyer,legal professional who helps clients and represents them in a court of law,52594,http://www.wikidata.org/entity/Q91,Abraham Lincoln
http://www.wikidata.org/entity/Q10800557,film actor,actor who appears in films or movies,44912,http://www.wikidata.org/entity/Q303,Elvis Presley
http://www.wikidata.org/entity/Q2526255,film director,occupation of a person who directs a film,38094,http://www.wikidata.org/entity/Q392,Bob Dylan
http://www.wikidata.org/entity/Q201788,historian,person who studies and writes about the past,36189,http://www.wikidata.org/entity/Q946,Donald Tusk
http://www.wikidata.org/entity/Q28389,screenwriter,"writer who writes for TV, films, comics and games",34128,http://www.wikidata.org/entity/Q42,Douglas Adams
http://www.wikidata.org/entity/Q42973,architect,"person trained to plan and design buildings, and oversee their construction",32397,http://www.wikidata.org/entity/Q301,El Greco
http://www.wikidata.org/entity/Q639669,musician,person who performs or composes music,30340,http://www.wikidata.org/entity/Q254,Wolfgang Amadeus Mozart
http://www.wikidata.org/entity/Q10871364,baseball player,person who plays the game of baseball,29875,http://www.wikidata.org/entity/Q1604,Tim Lincecum
http://www.wikidata.org/entity/Q11513337,athletics competitor,"sportsperson that competes in athletics (track and field, running, walking)",28578,http://www.wikidata.org/entity/Q1625,Sigfrid Edström
http://www.wikidata.org/entity/Q12299841,cricketer,individual who takes part in cricket matches,28419,http://www.wikidata.org/entity/Q9475,Harbhajan Singh
http://www.wikidata.org/entity/Q19204627,American football player,sportsperson who is active in American football,28204,http://www.wikidata.org/entity/Q4119,Adam Carolla
http://www.wikidata.org/entity/Q16533,judge,official who presides over court proceedings,27957,http://www.wikidata.org/entity/Q1245,Enrico de Nicola
http://www.wikidata.org/entity/Q39631,physician,professional who practices medicine,27744,http://www.wikidata.org/entity/Q440,Salvador Allende
http://www.wikidata.org/entity/Q47064,military personnel,member of the armed forces,27099,http://www.wikidata.org/entity/Q498,"Ulrich Frédéric Woldemar, Comte de Lowendal"
http://www.wikidata.org/entity/Q3665646,basketball player,sportsperson taking part in basketball competitions,26822,http://www.wikidata.org/entity/Q1685,Jason Richardson
http://www.wikidata.org/entity/Q193391,diplomat,person appointed by a state to conduct diplomacy with another state or international organization,26637,http://www.wikidata.org/entity/Q272,Paul Morand
http://www.wikidata.org/entity/Q11774891,ice hockey player,sportsperson taking part in ice hockey competitions,26118,http://www.wikidata.org/entity/Q3611,Ashton Rome
http://www.wikidata.org/entity/Q482980,author,creator of an original spoken or written work,26106,http://www.wikidata.org/entity/Q306,Sebastián Piñera
http://www.wikidata.org/entity/Q188094,economist,professional in the social science discipline of economics,25864,http://www.wikidata.org/entity/Q206,Stephen Harper
http://www.wikidata.org/entity/Q2259451,stage actor,actor who performs live before an in-person audience,24137,http://www.wikidata.org/entity/Q512,Vladimir Vysotsky
http://www.wikidata.org/entity/Q628099,association football manager,team manager in association football (soccer),23432,http://www.wikidata.org/entity/Q354,Piet Kraak
http://www.wikidata.org/entity/Q81096,engineer,professional practitioner of engineering,22510,http://www.wikidata.org/entity/Q675,André-Marie Ampère
http://www.wikidata.org/entity/Q1281618,sculptor,artist specializing in sculpture,22266,http://www.wikidata.org/entity/Q301,El Greco
http://www.wikidata.org/entity/Q189290,military officer,member of an armed force or uniformed service who holds a position of authority,21226,http://www.wikidata.org/entity/Q23,George Washington
http://www.wikidata.org/entity/Q42603,priest,person authorized to lead the sacred rituals of a religion,21143,http://www.wikidata.org/entity/Q989,John Paul II
http://www.wikidata.org/entity/Q2309784,sport cyclist,someone who competes in the sport of cycling,21056,http://www.wikidata.org/entity/Q2172,Lance Armstrong
http://www.wikidata.org/entity/Q43845,businessperson,person involving in activities for the purpose of generating revenue,20808,http://www.wikidata.org/entity/Q181,Jimmy Wales
http://www.wikidata.org/entity/Q6625963,novelist,author or writer of novels,20194,http://www.wikidata.org/entity/Q42,Douglas Adams
http://www.wikidata.org/entity/Q10798782,television actor,actor who performs on television,20023,http://www.wikidata.org/entity/Q489,Bill Maher
http://www.wikidata.org/entity/Q333634,translator,person who translates text from one language to another,19647,http://www.wikidata.org/entity/Q377,Yanka Kupala
http://www.wikidata.org/entity/Q33231,photographer,person who takes photographs,19539,http://www.wikidata.org/entity/Q558,Hedi Slimane
http://www.wikidata.org/entity/Q483501,artist,"person who creates, practises and/or demonstrates any art",18557,http://www.wikidata.org/entity/Q301,El Greco
http://www.wikidata.org/entity/Q250867,Catholic priest,main form of minister in the Catholic Church,17866,http://www.wikidata.org/entity/Q989,John Paul II
http://www.wikidata.org/entity/Q4610556,model,"person employed to display, advertise and promote products, or to serve as a visual aid",16285,http://www.wikidata.org/entity/Q400,Jenna Jameson
http://www.wikidata.org/entity/Q753110,songwriter,person who writes the lyrics and melody for a music art piece,16262,http://www.wikidata.org/entity/Q633,Neil Young
http://www.wikidata.org/entity/Q37226,teacher,"person who helps others to acquire knowledge, competences or values",16199,http://www.wikidata.org/entity/Q937,Albert Einstein
http://www.wikidata.org/entity/Q486748,pianist,musician who plays the piano,15670,http://www.wikidata.org/entity/Q254,Wolfgang Amadeus Mozart
http://www.wikidata.org/entity/Q170790,mathematician,person with an extensive knowledge of mathematics,14700,http://www.wikidata.org/entity/Q307,Galileo Galilei
http://www.wikidata.org/entity/Q10873124,chess player,individual who takes part in chess tournaments,14563,http://www.wikidata.org/entity/Q5912,Marcel Duchamp
http://www.wikidata.org/entity/Q185351,jurist,"legal scholar or academic, a professional who studies, teaches, and develops law",14538,http://www.wikidata.org/entity/Q619,Nicolaus Copernicus
http://www.wikidata.org/entity/Q2374149,botanist,person who practices botany,14382,http://www.wikidata.org/entity/Q562,Pierre Poivre
http://www.wikidata.org/entity/Q158852,conductor,person who directs a musical group during a performance,14182,http://www.wikidata.org/entity/Q1151,Hector Berlioz
http://www.wikidata.org/entity/Q14089670,rugby union player,sportsperson who plays rugby union,13811,http://www.wikidata.org/entity/Q5809,Che Guevara
http://www.wikidata.org/entity/Q13414980,Australian rules footballer,sportsperson taking part in Australian-rules football competitions,13446,http://www.wikidata.org/entity/Q23375,John Curtin
http://www.wikidata.org/entity/Q1234713,theologian,person who studies theology,13266,http://www.wikidata.org/entity/Q935,Isaac Newton
http://www.wikidata.org/entity/Q4964182,philosopher,person with an extensive knowledge of philosophy,12970,http://www.wikidata.org/entity/Q185,Larry Sanger
http://www.wikidata.org/entity/Q3282637,film producer,"person who supervises the overall process, creative and financial, of making a film",12938,http://www.wikidata.org/entity/Q360,Julian Assange
http://www.wikidata.org/entity/Q3055126,entomologist,scientist specialising in entomology,12081,http://www.wikidata.org/entity/Q1035,Charles Darwin
http://www.wikidata.org/entity/Q15117302,volleyball player,sportsperson who plays volleyball,11726,http://www.wikidata.org/entity/Q4578,Laura Ludwig
http://www.wikidata.org/entity/Q947873,television presenter,person who introduces or hosts television programs,11399,http://www.wikidata.org/entity/Q489,Bill Maher
http://www.wikidata.org/entity/Q10843402,swimmer,sportsperson taking part in swimming competitions,11308,http://www.wikidata.org/entity/Q7290,Annette Salmeen
http://www.wikidata.org/entity/Q11338576,boxer,sportsperson taking part in boxing competitions,11271,http://www.wikidata.org/entity/Q3794,Laurent Dauthuille
http://www.wikidata.org/entity/Q131524,entrepreneur,"individual who organizes and operates a business, taking on financial risk to do so",11239,http://www.wikidata.org/entity/Q181,Jimmy Wales
http://www.wikidata.org/entity/Q13141064,badminton player,sportsperson specialized in badminton,11026,http://www.wikidata.org/entity/Q15223,Stanislav Pukhov
http://www.wikidata.org/entity/Q169470,physicist,scientist who does research in physics,11016,http://www.wikidata.org/entity/Q80,Tim Berners-Lee
http://www.wikidata.org/entity/Q488205,singer-songwriter,"musician who writes, composes and sings",10639,http://www.wikidata.org/entity/Q392,Bob Dylan
http://www.wikidata.org/entity/Q183945,record producer,individual who oversees and manages the recording of an artist's music,10605,http://www.wikidata.org/entity/Q392,Bob Dylan
http://www.wikidata.org/entity/Q214917,playwright,person who writes plays,10267,http://www.wikidata.org/entity/Q42,Douglas Adams
http://www.wikidata.org/entity/Q593644,chemist,scientist trained in the study of chemistry,10201,http://www.wikidata.org/entity/Q529,Louis Pasteur
http://www.wikidata.org/entity/Q13382576,rower,sportsperson taking part in rowing competitions,9852,http://www.wikidata.org/entity/Q15852,Aleksandr Berkutov
http://www.wikidata.org/entity/Q14467526,linguist,expert in human languages,9080,http://www.wikidata.org/entity/Q892,J. R. R. Tolkien
http://www.wikidata.org/entity/Q2865819,opera singer,singer who sings in operas,8927,http://www.wikidata.org/entity/Q16457,Claudia Barainsky
http://www.wikidata.org/entity/Q2405480,voice actor,"person who provides voice-overs for a character in films, animation, video games or in other media",8712,http://www.wikidata.org/entity/Q873,Meryl Streep
http://www.wikidata.org/entity/Q855091,guitarist,person who plays the guitar,8685,http://www.wikidata.org/entity/Q303,Elvis Presley
http://www.wikidata.org/entity/Q10833314,tennis player,sportsperson who plays tennis,8311,http://www.wikidata.org/entity/Q1426,Roger Federer
http://www.wikidata.org/entity/Q15981151,jazz musician,musician who plays jazz,8230,http://www.wikidata.org/entity/Q1698,Serge Gainsbourg
http://www.wikidata.org/entity/Q350979,zoologist,someone who studies or practices zoology,8044,http://www.wikidata.org/entity/Q1043,Carl Linnaeus
http://www.wikidata.org/entity/Q644687,illustrator,narrative artist who makes images for printed and electronic products,7907,http://www.wikidata.org/entity/Q535,Victor Hugo
http://www.wikidata.org/entity/Q16145150,music educator,profession,7706,http://www.wikidata.org/entity/Q254,Wolfgang Amadeus Mozart
http://www.wikidata.org/entity/Q1231865,educationalist,person working in the academic field of pedagogy,7654,http://www.wikidata.org/entity/Q937,Albert Einstein
http://www.wikidata.org/entity/Q13365117,handball player,sportsperson who plays one of the different types of handball,7484,http://www.wikidata.org/entity/Q18755,Linn-Kristin Riegelhuth Koren
http://www.wikidata.org/entity/Q15627169,trade unionist,person involved in trade unions,7318,http://www.wikidata.org/entity/Q444,Lech Wałęsa
http://www.wikidata.org/entity/Q3621491,archaeologist,person studying human activity in the past,7171,http://www.wikidata.org/entity/Q4381,Carlos Pellicer
http://www.wikidata.org/entity/Q4263842,literary critic,cultural journalist who reviews new literary books,7128,http://www.wikidata.org/entity/Q448,Denis Diderot
http://www.wikidata.org/entity/Q622807,seiyū,Japanese voice actor or actress,7030,http://www.wikidata.org/entity/Q18735,Kotono Mitsuishi
http://www.wikidata.org/entity/Q4853732,children's writer,writer of literature targeted primarily at children,7015,http://www.wikidata.org/entity/Q42,Douglas Adams
http://www.wikidata.org/entity/Q14373094,rugby league player,sportsperson who plays rugby league,6931,http://www.wikidata.org/entity/Q127618,Chris Ashton
http://www.wikidata.org/entity/Q212980,psychologist,"professional who evaluates, diagnoses, treats, and studies behavior and mental processes",6885,http://www.wikidata.org/entity/Q8219,Uta Frith
http://www.wikidata.org/entity/Q806798,banker,person who works in banking,6834,http://www.wikidata.org/entity/Q607,Michael Bloomberg
http://www.wikidata.org/entity/Q121594,professor,academic rank at universities and other post-secondary education and research institutions in most countries,6822,http://www.wikidata.org/entity/Q331,Ricardo Lagos
http://www.wikidata.org/entity/Q2066131,sportsperson,person who participates regularly in a sport,6601,http://www.wikidata.org/entity/Q26846,Archelaus I of Macedon
http://www.wikidata.org/entity/Q131512,farmer,person that undertakes agriculture,6452,http://www.wikidata.org/entity/Q3137,Jim Clark
http://www.wikidata.org/entity/Q14915627,musicologist,occupation,6391,http://www.wikidata.org/entity/Q1145,Jean-Philippe Rameau
http://www.wikidata.org/entity/Q2306091,sociologist,scientist working in sociology,6191,http://www.wikidata.org/entity/Q1325,Friedrich Hayek
http://www.wikidata.org/entity/Q2722764,radio personality,person who has an on-air position in radio broadcasting,6068,http://www.wikidata.org/entity/Q603,Frédéric Taddeï
http://www.wikidata.org/entity/Q1792450,art historian,humanist who is engaged in history of art,5925,http://www.wikidata.org/entity/Q8816,Marc Décimo
http://www.wikidata.org/entity/Q19595175,amateur wrestler,"sportsperson specialized in wrestling (excluding the so-called ""professional wrestling"", see Q13474373)",5877,http://www.wikidata.org/entity/Q8286,Dean Ho
http://www.wikidata.org/entity/Q15296811,draughtsperson,person who makes drawings (artist/cartoonist/drafter/illustrator),5828,http://www.wikidata.org/entity/Q535,Victor Hugo
http://www.wikidata.org/entity/Q4773904,anthropologist,person with an extensive knowledge of anthropology,5675,http://www.wikidata.org/entity/Q5208,Huang Xianfan
http://www.wikidata.org/entity/Q82594,computer scientist,scientist specializing in computer science,5669,http://www.wikidata.org/entity/Q80,Tim Berners-Lee
http://www.wikidata.org/entity/Q191633,mangaka,people who create manga,5554,http://www.wikidata.org/entity/Q1993,Masashi Kishimoto
http://www.wikidata.org/entity/Q1371925,announcer,presenter who makes announcements in an audio medium or a physical location,5542,http://www.wikidata.org/entity/Q44430,Vince McMahon
http://www.wikidata.org/entity/Q2516866,publisher,"person heading a publishing house, normally the owner or founder",5494,http://www.wikidata.org/entity/Q5878,Gabriel García Márquez
http://www.wikidata.org/entity/Q774306,surgeon,physician with surgical specialty,5483,http://www.wikidata.org/entity/Q320,Michelle Bachelet
http://www.wikidata.org/entity/Q11063,astronomer,scientist who studies celestial bodies,5323,http://www.wikidata.org/entity/Q307,Galileo Galilei
http://www.wikidata.org/entity/Q3387717,theatre director,person overseeing the mounting of a theatre production,5182,http://www.wikidata.org/entity/Q687,Molière
http://www.wikidata.org/entity/Q222344,cinematographer,chief over the camera and lighting crews working on a film,5145,http://www.wikidata.org/entity/Q2001,Stanley Kubrick
http://www.wikidata.org/entity/Q5137571,basketball coach,one who directs and strategizes the behavior of a basketball team or player,4919,http://www.wikidata.org/entity/Q17717,Oscar Robertson
http://www.wikidata.org/entity/Q182436,librarian,"person who works professionally in a library, and is usually trained in librarianship",4698,http://www.wikidata.org/entity/Q909,Jorge Luis Borges
http://www.wikidata.org/entity/Q11900058,explorer,person who by means of travel searches out new information,4665,http://www.wikidata.org/entity/Q493,Arthur Rimbaud
http://www.wikidata.org/entity/Q13219587,figure skater,sportsperson who takes part in figure skating tournaments,4649,http://www.wikidata.org/entity/Q23955,Margot Moe
http://www.wikidata.org/entity/Q15980158,non-fiction writer,author who writes non-fiction texts,4636,http://www.wikidata.org/entity/Q186,Ken Jennings
http://www.wikidata.org/entity/Q1607826,editor,person who edits texts or publications,4579,http://www.wikidata.org/entity/Q12065,Ángel Ramos
http://www.wikidata.org/entity/Q4991371,soldier,one who fights as part of an organized armed force,4574,http://www.wikidata.org/entity/Q24,Jack Bauer
http://www.wikidata.org/entity/Q15958185,racecar driver,person that competes as a driver in auto racing,4550,http://www.wikidata.org/entity/Q2040,Giuseppe Farina
http://www.wikidata.org/entity/Q2490358,choreographer,person who creates choreographies,4513,http://www.wikidata.org/entity/Q1145,Jean-Philippe Rameau
http://www.wikidata.org/entity/Q18844224,science fiction writer,a person who writes works of science fiction,4473,http://www.wikidata.org/entity/Q42,Douglas Adams
http://www.wikidata.org/entity/Q6665249,judoka,sportsperson taking part in judo competitions,4463,http://www.wikidata.org/entity/Q7747,Vladimir Putin
http://www.wikidata.org/entity/Q13381863,fencer,sportsperson taking part in fencing competitions,4456,http://www.wikidata.org/entity/Q18718,Géza Imre
http://www.wikidata.org/entity/Q860918,Esperantist,person speaking or using the international language Esperanto,4421,http://www.wikidata.org/entity/Q989,John Paul II
http://www.wikidata.org/entity/Q822146,lyricist,writer who specializes in writing song lyrics,4360,http://www.wikidata.org/entity/Q563,Brigitte Fontaine
http://www.wikidata.org/entity/Q133485,rabbi,teacher of Torah,4328,http://www.wikidata.org/entity/Q302,Jesus Christ
http://www.wikidata.org/entity/Q4009406,sprinter,sportsperson taking part in running competitions up to a distance of 400 meters,4316,http://www.wikidata.org/entity/Q1189,Usain Bolt
http://www.wikidata.org/entity/Q3455803,director,director of a creative work,4242,http://www.wikidata.org/entity/Q7546,Ingmar Bergman
http://www.wikidata.org/entity/Q13382566,canoer,sportsperson taking part in canoe competitions,4219,http://www.wikidata.org/entity/Q24601,Jaroslav Volf
http://www.wikidata.org/entity/Q11303721,golfer,someone who plays golf,4174,http://www.wikidata.org/entity/Q9424,Jack Nicklaus
http://www.wikidata.org/entity/Q13474373,professional wrestler,sportsperson taking part in professional wrestling,4168,http://www.wikidata.org/entity/Q3324,Rufus R. Jones
http://www.wikidata.org/entity/Q13381572,artistic gymnast,sportsperson who takes part in artistic gymnastics competitions,4127,http://www.wikidata.org/entity/Q22102,Larisa Latynina
http://www.wikidata.org/entity/Q859528,association football referee,supervisor of a game of association football (soccer),4125,http://www.wikidata.org/entity/Q18724,Tom Harald Hagen
http://www.wikidata.org/entity/Q29182,bishop,"ordained or consecrated member of the Christian clergy (for Catholic bishops, use Q611644, for Orthodox bishops, use Q15283040)",4109,http://www.wikidata.org/entity/Q69947,"Engelbert III of the Marck, Archbishop of Cologne"
http://www.wikidata.org/entity/Q2705098,tarento,Japanese entertainer,4082,http://www.wikidata.org/entity/Q26372,Takeshi Kitano
http://www.wikidata.org/entity/Q864503,biologist,scientist who studies living organisms and their relationship to their environment,4049,http://www.wikidata.org/entity/Q1051,Ivan Regen
http://www.wikidata.org/entity/Q520549,geologist,scientist who studies geology,3951,http://www.wikidata.org/entity/Q1035,Charles Darwin
http://www.wikidata.org/entity/Q901,scientist,person that studies a science,3932,http://www.wikidata.org/entity/Q307,Galileo Galilei
http://www.wikidata.org/entity/Q5716684,dancer,person who dances,3924,http://www.wikidata.org/entity/Q1192,Jean-Baptiste Lully
http://www.wikidata.org/entity/Q715301,comics artist,people who creates comics,3921,http://www.wikidata.org/entity/Q1395,Leo Ortolani
http://www.wikidata.org/entity/Q211346,psychiatrist,physician who specializes in psychiatry,3808,http://www.wikidata.org/entity/Q20710,Jean-Martin Charcot
http://www.wikidata.org/entity/Q18581305,beauty pageant contestant,physician who specializes in psychiatry,3692,http://www.wikidata.org/entity/Q23997,Tara Conner
http://www.wikidata.org/entity/Q19841381,Canadian football player,player of Canadian football,3592,http://www.wikidata.org/entity/Q44292,Chris Benoit
http://www.wikidata.org/entity/Q1238570,political scientist,occupation,3517,http://www.wikidata.org/entity/Q1325,Friedrich Hayek
http://www.wikidata.org/entity/Q219477,missionary,member of a religious group sent into an area to do evangelism,3464,http://www.wikidata.org/entity/Q562,Pierre Poivre
http://www.wikidata.org/entity/Q7042855,film editor,"Person who works with the raw footage, selecting shots and combining them into sequences to create a finished motion picture",3431,http://www.wikidata.org/entity/Q853,Andrei Tarkovsky
http://www.wikidata.org/entity/Q10843263,field hockey player,sportsperson taking part in field hockey tournaments,3382,http://www.wikidata.org/entity/Q39091,Carla Rebecchi
http://www.wikidata.org/entity/Q245068,comedian,"person who seeks to entertain an audience, primarily by making them laugh",3375,http://www.wikidata.org/entity/Q42,Douglas Adams
http://www.wikidata.org/entity/Q864380,biographer,person who creates biographies,3367,http://www.wikidata.org/entity/Q502,Stendhal
http://www.wikidata.org/entity/Q488111,pornographic actor,person who performs sex acts in pornographic films,3315,http://www.wikidata.org/entity/Q400,Jenna Jameson
http://www.wikidata.org/entity/Q130857,disc jockey,person who plays recorded music for an audience,3248,http://www.wikidata.org/entity/Q392,Bob Dylan
http://www.wikidata.org/entity/Q13418253,philologist,person who practices philology,3167,http://www.wikidata.org/entity/Q892,J. R. R. Tolkien
http://www.wikidata.org/entity/Q4144610,alpine skier,sportsperson taking part in alpine skiing competitions,3146,http://www.wikidata.org/entity/Q530,Ingemar Stenmark
http://www.wikidata.org/entity/Q16267607,classical philologist,person studying ancient Greek or Latin texts,3131,http://www.wikidata.org/entity/Q4752,Jenő Ábel
http://www.wikidata.org/entity/Q2252262,rapper,artist who speaks rhymes in a rhythm over music,3039,http://www.wikidata.org/entity/Q4142,T-killah
http://www.wikidata.org/entity/Q1662561,paleontologist,scientist specialising in paleontology,3032,http://www.wikidata.org/entity/Q23139,Barnum Brown
http://www.wikidata.org/entity/Q11774202,essayist,person who writes essays,3025,http://www.wikidata.org/entity/Q448,Denis Diderot
http://www.wikidata.org/entity/Q2095549,aviator,person actively involved in flying an aircraft,3023,http://www.wikidata.org/entity/Q607,Michael Bloomberg
http://www.wikidata.org/entity/Q329439,engraver,person with the profession of engraving,3008,http://www.wikidata.org/entity/Q1470,M. C. Escher
http://www.wikidata.org/entity/Q1079215,AV idol,Japanese idol who works in the pornographic business,3004,http://www.wikidata.org/entity/Q24889,Ran Masaki
http://www.wikidata.org/entity/Q765778,organist,musician who plays any type of organ,2982,http://www.wikidata.org/entity/Q254,Wolfgang Amadeus Mozart
http://www.wikidata.org/entity/Q16029547,biathlete,sportsperson taking part in winter biathlon competitions,2962,http://www.wikidata.org/entity/Q57824,Andrea Henkel
http://www.wikidata.org/entity/Q12800682,saxophonist,musician who plays the saxophone,2927,http://www.wikidata.org/entity/Q5383,David Bowie
http://www.wikidata.org/entity/Q578109,television producer,occupation within video production for TV,2895,http://www.wikidata.org/entity/Q360,Julian Assange
http://www.wikidata.org/entity/Q17486376,sport shooter,person who does sport shooting,2884,http://www.wikidata.org/entity/Q3188,Jackie Stewart
http://www.wikidata.org/entity/Q215536,merchant,businessperson who trades in commodities that were produced by others,2870,http://www.wikidata.org/entity/Q6101,Marco Polo
http://www.wikidata.org/entity/Q13590141,presenter,person who hosts an event,2771,http://www.wikidata.org/entity/Q360,Julian Assange
http://www.wikidata.org/entity/Q1259917,violinist,person who plays the violin,2767,http://www.wikidata.org/entity/Q254,Wolfgang Amadeus Mozart
http://www.wikidata.org/entity/Q3391743,visual artist,artist involved with the visual arts,2757,http://www.wikidata.org/entity/Q557,Patti Smith
http://www.wikidata.org/entity/Q4205432,ichthyologist,fish scientist,2662,http://www.wikidata.org/entity/Q14049,Spencer Fullerton Baird
http://www.wikidata.org/entity/Q16287483,opinion journalist,"journalist, writer or scientist who participates with his own contributions to the formation of public opinion on current issues",2640,http://www.wikidata.org/entity/Q9049,Noam Chomsky
http://www.wikidata.org/entity/Q3014296,motorcycle racer,person who for their profession or a hobby participates in competitions with a motorcycle,2636,http://www.wikidata.org/entity/Q2086,Alberto Ascari
http://www.wikidata.org/entity/Q13381376,weightlifter,sportsperson who competes in weightlifting tournaments,2612,http://www.wikidata.org/entity/Q28222,Ryang Chun-Hwa
http://www.wikidata.org/entity/Q627325,graphic designer,"person who who assembles images, typography or motion graphics to create a piece of design",2592,http://www.wikidata.org/entity/Q5593,Pablo Picasso
http://www.wikidata.org/entity/Q13382603,ski jumper,sportsperson taking part in ski jumping competitions,2573,http://www.wikidata.org/entity/Q14691,Lauri Asikainen
http://www.wikidata.org/entity/Q378622,racing driver,person that competes in motorsport driving a vehicle,2512,http://www.wikidata.org/entity/Q13544,Curt Lincoln
http://www.wikidata.org/entity/Q635734,archivist,"professional who assesses, collects, organizes, preserves, maintains control over, and provides access to information determined to have long-term value",2414,http://www.wikidata.org/entity/Q11732,Michael Mayr
http://www.wikidata.org/entity/Q901402,geographer,scholar whose area of study is geography,2391,http://www.wikidata.org/entity/Q5752,Peter Kropotkin
http://www.wikidata.org/entity/Q2259532,cleric,member of the clergy of a religion,2360,http://www.wikidata.org/entity/Q5664,Fra Angelico
http://www.wikidata.org/entity/Q5322166,designer,person who designs,2306,http://www.wikidata.org/entity/Q558,Hedi Slimane
http://www.wikidata.org/entity/Q3246315,head coach,senior coach or manager of a sports team,2302,http://www.wikidata.org/entity/Q28705,James Kwesi Appiah
http://www.wikidata.org/entity/Q11607585,mixed martial artist,Person who performs MMA,2289,http://www.wikidata.org/entity/Q40266,Stipe Miocic
http://www.wikidata.org/entity/Q1415090,film score composer,profession,2258,http://www.wikidata.org/entity/Q882,Charlie Chaplin
http://www.wikidata.org/entity/Q386854,drummer,percussionist who creates and accompanies music using drums,2255,http://www.wikidata.org/entity/Q2632,Ringo Starr
http://www.wikidata.org/entity/Q17524364,water polo player,percussionist who creates and accompanies music using drums,2242,http://www.wikidata.org/entity/Q25100,Nanni Moretti
http://www.wikidata.org/entity/Q970153,child actor,child acting on stage or in motion pictures or television,2231,http://www.wikidata.org/entity/Q19190,Rupert Grint
http://www.wikidata.org/entity/Q10866633,speed skater,sportsperson taking part in speed skating competitions,2212,http://www.wikidata.org/entity/Q24735,Wil Burgmeijer
http://www.wikidata.org/entity/Q876864,contributing editor,profession in the media business,2211,http://www.wikidata.org/entity/Q65504,Hermann Kesten
http://www.wikidata.org/entity/Q2059704,television director,person who directs television programs,2182,http://www.wikidata.org/entity/Q360,Julian Assange
http://www.wikidata.org/entity/Q1423891,minister,religious occupation in Christianity,2166,http://www.wikidata.org/entity/Q8027,"Martin Luther King, Jr."
http://www.wikidata.org/entity/Q486839,member of parliament,representative of the voters to a parliament,2149,http://www.wikidata.org/entity/Q348790,Octavian Paler
http://www.wikidata.org/entity/Q205375,inventor,"person that devises a new device, method, composition, or process",2123,http://www.wikidata.org/entity/Q307,Galileo Galilei
http://www.wikidata.org/entity/Q1225716,ornithologist,scientist specialising in ornithology,2117,http://www.wikidata.org/entity/Q5354,Ernst Mayr
http://www.wikidata.org/entity/Q500097,musher,dog musher,2112,http://www.wikidata.org/entity/Q73692,Susan Butcher
http://www.wikidata.org/entity/Q725440,prelate,high-ranking member of the clergy,2098,http://www.wikidata.org/entity/Q40577,Giuliano de' Medici
http://www.wikidata.org/entity/Q18814623,autobiographer,person who wrote their autobiography,2097,http://www.wikidata.org/entity/Q392,Bob Dylan
http://www.wikidata.org/entity/Q805221,ballet dancer,person who practices the art of ballet,2088,http://www.wikidata.org/entity/Q11617,Aaliyah
http://www.wikidata.org/entity/Q13582652,civil engineer,"engineer specialising in design, construction and maintenance of the built environment",2048,http://www.wikidata.org/entity/Q326,Eduardo Frei Ruiz-Tagle
http://www.wikidata.org/entity/Q384593,police officer,warranted employee of a police force,2014,http://www.wikidata.org/entity/Q3121,Geoffrey Dear
http://www.wikidata.org/entity/Q599151,official,someone who holds an office,2008,http://www.wikidata.org/entity/Q12972,François Asselineau
http://www.wikidata.org/entity/Q152002,pastor,ordained leader of a Christian congregation,1990,http://www.wikidata.org/entity/Q2538,Joachim Gauck
http://www.wikidata.org/entity/Q266569,animator,person who makes animated films,1982,http://www.wikidata.org/entity/Q2071,David Lynch
http://www.wikidata.org/entity/Q18199024,hurler,person who plays hurling,1959,http://www.wikidata.org/entity/Q25065,John Kerins
